Structure,k2,k_2,k3,k_3,k4,k5,k_5,k6,deg_ratio,k7,k_7,k8,k_8,k9,k_9,k10,k11,k_11,k12,k13,k_13,k14,k15,k_15,k16,k17b,k18a,k18b,k19,k20,k21,k_21,k22,k23,k24,k25a,k25b,k26,k27,k28,k29,totalSTAT,RJ,SHP2,PPX,PPN
8,0.00073679,8.52E-05,0.028808397,1.056544175,0.024754416,0.000220722,0.275189025,0.004716048,1.903204356,0.000816639,0.281731942,1.574463092,0.024657757,0.014945658,0.00351288,0.000277432,3.71E-05,0.01780666,0.000423264,3.95E-06,0.020329187,0.393709531,0.00019185,0.007879688,0.05929142,0.318965994,0.000158559,228.8247399,0.00012684,0.122859406,0.118878516,9.339370069,1.47E-04,0.006161313,1.83E-03,0.017425084,613.5692224,2.31E-03,1.44E-05,0.00438222,0.002484152,7667.720442,91.5757645,15.7752498,2223.085865,33.43091169
8,0.000616671,0.137272479,0.491007497,0.007174098,0.000121166,0.000134493,0.045463621,5.705366563,2.890263022,0.023270376,2.55407374,0.067745541,1.23814992,0.000649893,0.129052117,0.001167244,0.000281918,0.015903606,7.51E-05,1.23E-06,0.094318872,0.346937271,0.036874805,0.040491663,2.76E-03,0.007750578,0.510643653,909.5929319,3.91E-04,0.851601932,0.000785942,0.004807175,0.000824931,0.002833811,0.000200056,0.005251417,249.2225161,0.001759461,2.25E-05,0.203770856,0.000119039,4508.147738,5.775964685,138.7755866,742.7396845,8.52642243
8,6.97E-05,0.000377098,0.114450635,0.002671694,0.158000737,0.011800332,0.254365278,0.04475908,10.12238522,0.000198431,1.346529491,0.051416126,0.095493554,8.98E-03,13.05101845,0.047285331,7.00E-05,0.003725713,0.004038414,1.63E-06,0.018705557,0.002604085,0.000127097,5.930465896,0.00983529,0.008117073,0.003825975,578.2381634,0.006128711,0.000785934,0.531829818,0.002352002,0.025896957,0.009136286,0.001721717,0.008251711,68.90329853,0.000105683,4.01E-04,0.000237832,0.000143476,346.1769479,17.07909739,6382.190999,554.7562039,20.46827411
8,2.27E-03,0.000106881,0.028908369,0.046295665,0.031800669,0.123959646,0.045249439,0.522046886,2.256898346,0.000831446,0.023799985,0.000631837,0.020340706,0.014528703,0.148230241,0.000239683,4.11E-05,0.003188989,0.038535031,2.39E-09,0.004254595,0.005277051,0.031919224,0.063277608,0.136119847,0.046951461,0.859172094,481.6018157,2.65E-02,0.018298589,0.930232357,0.001987942,0.002774169,0.015121661,0.000130235,0.005098488,5923.954167,0.000100232,2.86E-05,0.436871138,0.12698311,583.2811762,0.72504191,5.157314995,33.72739824,9.500200815
8,0.004785828,0.00541692,0.037555911,0.055863968,0.019198229,0.487840286,5.731713525,0.026110715,81.13418993,0.012279503,0.17970901,0.559555753,0.003261707,2.87E-05,1.465211803,0.002702125,0.002327761,12.45459371,0.0001204,1.84E-06,0.013524012,0.012646247,0.000653924,0.016937761,0.34657305,0.002901149,0.000193697,20026.42183,0.004609769,0.006590775,0.0196413,0.006544619,5.58E-06,0.002302039,2.33E-02,0.010561476,2360.885492,4.15E-02,5.23E-05,0.20388072,0.011161626,242.1108523,118.4317231,7712.417396,41.37062286,2.72679207
8,2.81E-03,0.000327432,0.1256937,0.039285452,0.001742696,0.000543804,1.407853483,5.090523231,9.784846443,0.006098556,0.101923327,0.075357269,0.274804869,1.17E-05,19.27161967,9.42E-05,0.00221799,7.415749782,0.115140391,3.48E-09,0.002264311,0.000117863,0.031940742,2.249400501,0.006462173,0.945573109,0.001014778,951.8446982,0.010498247,0.000166116,0.002194013,0.014718294,5.19E-05,0.019653258,4.56E-05,0.008007682,160.8934048,6.06E-05,0.001218563,0.321805139,0.00071754,7768.831693,24.0869307,31.05557291,466.61066,23.86087619
8,0.00010543,0.019051211,0.0702265,0.034973128,0.042450634,0.243018033,1.035458828,0.010646386,16.32329448,0.124231675,1.294274665,0.000278236,0.006451928,1.42E-05,0.006146873,0.000140039,0.000323518,0.030509742,0.051305098,7.09E-07,14.27235588,0.000145435,3.17E-05,7.829674581,0.004483406,0.054048979,0.000889802,23164.11177,5.92E-04,0.715343847,0.003714368,0.006277325,3.96E-04,0.003876306,4.99E-05,0.068426687,4781.703801,0.086778382,2.33E-02,0.004036736,0.010180891,303.8487453,112.1432079,1654.291235,6.823242082,176.4137858
8,9.50E-05,0.005286995,0.036427694,0.006145733,0.03321755,0.044259175,1.50967777,37.10146319,13.09220249,0.000190372,21.49157336,0.030090795,0.049396039,0.000341272,8.616513749,0.000675155,0.002768232,0.023341219,0.054949675,2.92E-09,0.629136718,0.004661335,0.059019399,1.703658972,0.003864602,2.106901065,0.842949962,26727.8323,0.002246559,0.000611267,0.639731861,4.176265307,4.87E-05,0.004731235,9.63E-06,0.684885183,105.3774653,5.62E-05,0.000134544,0.028416861,0.000144056,56.33868937,0.27567778,2495.045572,31.65607921,114.6324266
8,4.65E-03,0.000430245,0.001439895,0.145187319,0.00815552,0.04345343,12.26554365,7.082163656,4.168828918,0.010505485,0.69135456,0.266518993,0.002479191,0.003349691,0.089706081,0.003268128,0.006166961,0.348440097,0.007182293,3.77E-06,0.211455492,7.43E-05,1.12E-05,2.768867648,0.000121665,0.614892458,0.005023902,7107.94116,0.012915506,0.195617188,0.002520193,0.496776043,2.43E-05,2.90E-05,5.33E-06,0.001324711,136.51429,2.23E-04,0.002373178,0.000188214,0.000109352,11.6984247,92.59490806,47.53998324,74.15453804,834.9195417
8,0.00034617,0.001535033,0.300032759,1.21406926,0.010353661,0.005763978,16.34410932,14.69706302,27.19112942,0.004915631,0.007025051,0.000266897,0.06693311,9.77E-05,2.859531382,0.000652912,2.90E-05,0.489677728,0.002132065,1.13E-05,0.024593674,0.057002356,0.029743843,0.035120424,0.002296378,0.385577571,0.827297256,33443.99212,0.000242375,0.09552274,0.001828051,0.194765914,3.64E-05,5.81E-05,0.001495953,0.339185323,5.100187825,3.76E-05,1.49E-04,0.179444417,0.000289829,16.4296149,16.98908641,4193.126974,7.368203301,482.0379821
8,0.005446687,0.000788113,0.05058121,0.048487079,0.005954061,0.005247786,25.6447844,5.876871714,36.08069023,0.222591376,0.097539258,0.000795659,0.251442097,0.04750131,5.374649646,0.002051203,0.020469593,0.170395249,0.000169681,7.52E-07,0.018112359,0.003232909,0.000732547,0.041732671,0.004162229,0.224087885,0.00018076,96.7405536,8.16E-04,0.013814241,0.52396365,0.032397907,0.000748218,1.11E-02,0.008308626,0.512745765,46.57866713,2.78E-05,3.45E-05,0.117672664,0.212649877,1918.185438,177.7357309,1130.610997,5.783273627,185.0257286
8,0.000517098,6.30E-05,0.884072546,0.337525812,0.010773492,0.000230183,0.090575453,0.055522944,3.185054557,0.00829201,2.638344015,0.035954131,0.013275282,0.00487782,3.586764154,0.000145571,0.05629461,0.03297338,4.32E-05,4.19E-07,4.236891943,0.011031576,0.008643445,0.021878685,0.046188631,0.178929974,0.082651689,1549.669738,9.85E-02,0.025366336,0.04708534,0.003783805,2.15E-05,1.85E-05,0.010348806,0.104834856,108.1762344,4.57E-05,2.79E-05,0.018741044,0.019758073,123.957108,1.978930117,73.65662637,14.0425996,0.670471353
8,0.004465774,0.143274825,0.000704922,0.019615699,0.006900461,0.000123128,0.01153817,0.006646007,3.965315239,0.006176029,30.34463944,0.368618443,0.195688953,0.001683293,0.874996024,0.035715626,0.001451307,0.185248489,0.000209071,5.71E-09,0.118432899,0.003028063,0.00235119,0.006853601,0.395639877,1.157103993,0.067639292,67.94423441,0.000351473,0.127528983,0.194171896,0.063976219,1.82E-03,3.11E-05,0.003195758,0.000755331,7.197773536,4.70E-02,5.23E-06,0.407317887,0.000267575,16798.59721,192.9501971,31.85612759,111.1834303,92.27315894
